policy,office_days,remote_days,replication,seed,flexibility,collaboration,functional_form,simulation_days,n_employees,initial_engagement,final_engagement,relative_improvement,k,gamma
P4,2,3,11,52,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7224039167056254,44.48078334112508,2.0,0.3
P4,2,3,12,53,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7210951309832266,44.21902619664533,2.0,0.3
P4,2,3,13,54,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7207761854893594,44.15523709787188,2.0,0.3
P4,2,3,14,55,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7208977033412853,44.17954066825707,2.0,0.3
P4,2,3,15,56,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7214044590779438,44.28089181558876,2.0,0.3
P4,2,3,16,57,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7175710665699593,43.51421331399186,2.0,0.3
P4,2,3,17,58,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7216878630090742,44.337572601814834,2.0,0.3
P4,2,3,18,59,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.719854831201866,43.9709662403732,2.0,0.3
P4,2,3,19,60,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7185729580333376,43.71459160666753,2.0,0.3
P4,2,3,20,61,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7159141132710455,43.1828226542091,2.0,0.3
P4,2,3,21,62,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7250276353917253,45.00552707834507,2.0,0.3
P4,2,3,22,63,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7170004155435987,43.40008310871974,2.0,0.3
P4,2,3,23,64,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7157513328452887,43.150266569057735,2.0,0.3
P4,2,3,24,65,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7239483634302872,44.78967268605744,2.0,0.3
P4,2,3,25,66,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7202685558806726,44.05371117613453,2.0,0.3
P4,2,3,26,67,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.722582716231416,44.516543246283206,2.0,0.3
P4,2,3,27,68,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7261006508399108,45.22013016798216,2.0,0.3
P4,2,3,28,69,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.724913805894768,44.98276117895359,2.0,0.3
P4,2,3,29,70,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7220055745089161,44.401114901783224,2.0,0.3
P4,2,3,30,71,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7172828804023332,43.45657608046665,2.0,0.3
P5,1,4,1,42,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7016443113788482,40.32886227576964,2.0,0.3
P5,1,4,2,43,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.701798102249596,40.359620449919205,2.0,0.3
P5,1,4,3,44,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7029124195456903,40.582483909138055,2.0,0.3
P5,1,4,4,45,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7039056303852775,40.781126077055504,2.0,0.3
P5,1,4,5,46,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7040172046130034,40.803440922600686,2.0,0.3
P5,1,4,6,47,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7053542231670766,41.07084463341533,2.0,0.3
P5,1,4,7,48,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7019320351229037,40.38640702458074,2.0,0.3
P5,1,4,8,49,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7037060937269835,40.741218745396694,2.0,0.3
P5,1,4,9,50,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.6994767509310464,39.895350186209285,2.0,0.3
P5,1,4,10,51,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7049012494429976,40.980249888599516,2.0,0.3
P5,1,4,11,52,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7059992696585218,41.199853931704354,2.0,0.3
P5,1,4,12,53,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.705107212600892,41.02144252017841,2.0,0.3
P5,1,4,13,54,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7045709035355641,40.91418070711281,2.0,0.3
P5,1,4,14,55,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7044372556767967,40.88745113535934,2.0,0.3
P5,1,4,15,56,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7047767584086728,40.95535168173456,2.0,0.3
P5,1,4,16,57,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7017328295544739,40.34656591089478,2.0,0.3
P5,1,4,17,58,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7047409851148118,40.948197022962354,2.0,0.3
P5,1,4,18,59,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7039142802669709,40.78285605339418,2.0,0.3
P5,1,4,19,60,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7022388245399915,40.447764907998305,2.0,0.3
P5,1,4,20,61,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.699975720400641,39.995144080128206,2.0,0.3
P5,1,4,21,62,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7097450383312822,41.94900766625644,2.0,0.3
P5,1,4,22,63,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7012487979095721,40.24975958191441,2.0,0.3
P5,1,4,23,64,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.6987499388638986,39.74998777277972,2.0,0.3
P5,1,4,24,65,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7070438028338378,41.40876056676757,2.0,0.3
P5,1,4,25,66,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7047478312965992,40.949566259319845,2.0,0.3
P5,1,4,26,67,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7064380612878699,41.28761225757398,2.0,0.3
P5,1,4,27,68,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7094982111951905,41.8996422390381,2.0,0.3
P5,1,4,28,69,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7083587146275447,41.67174292550895,2.0,0.3
P5,1,4,29,70,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7065203914213078,41.30407828426157,2.0,0.3
P5,1,4,30,71,0.9384166061432972,0.6936270901760078,nonlinear,365,100,0.5,0.7004491882094092,40.08983764188183,2.0,0.3
P6,0,5,1,42,1.0,0.2,nonlinear,365,100,0.5,0.5957045212929356,19.14090425858712,2.0,0.3
P6,0,5,2,43,1.0,0.2,nonlinear,365,100,0.5,0.5924308138221568,18.486162764431356,2.0,0.3
P6,0,5,3,44,1.0,0.2,nonlinear,365,100,0.5,0.5968537374156803,19.370747483136054,2.0,0.3
P6,0,5,4,45,1.0,0.2,nonlinear,365,100,0.5,0.5951141298285436,19.022825965708723,2.0,0.3
P6,0,5,5,46,1.0,0.2,nonlinear,365,100,0.5,0.5981457970907732,19.62915941815464,2.0,0.3
P6,0,5,6,47,1.0,0.2,nonlinear,365,100,0.5,0.5979499396386273,19.58998792772546,2.0,0.3
P6,0,5,7,48,1.0,0.2,nonlinear,365,100,0.5,0.5942296090252669,18.84592180505338,2.0,0.3
P6,0,5,8,49,1.0,0.2,nonlinear,365,100,0.5,0.5952260932654375,19.045218653087503,2.0,0.3
P6,0,5,9,50,1.0,0.2,nonlinear,365,100,0.5,0.5905075235331467,18.101504706629346,2.0,0.3
P6,0,5,10,51,1.0,0.2,nonlinear,365,100,0.5,0.5946437702764664,18.928754055293282,2.0,0.3
P6,0,5,11,52,1.0,0.2,nonlinear,365,100,0.5,0.5978192883420581,19.56385766841162,2.0,0.3
P6,0,5,12,53,1.0,0.2,nonlinear,365,100,0.5,0.598530880564615,19.706176112923004,2.0,0.3
P6,0,5,13,54,1.0,0.2,nonlinear,365,100,0.5,0.5972414749159376,19.44829498318752,2.0,0.3
P6,0,5,14,55,1.0,0.2,nonlinear,365,100,0.5,0.5959716665758584,19.194333315171686,2.0,0.3
P6,0,5,15,56,1.0,0.2,nonlinear,365,100,0.5,0.5961706526001519,19.23413052003038,2.0,0.3
P6,0,5,16,57,1.0,0.2,nonlinear,365,100,0.5,0.5958937993253143,19.178759865062855,2.0,0.3
P6,0,5,17,58,1.0,0.2,nonlinear,365,100,0.5,0.5949037444349365,18.980748886987307,2.0,0.3
P6,0,5,18,59,1.0,0.2,nonlinear,365,100,0.5,0.5975658266133947,19.51316532267895,2.0,0.3
P6,0,5,19,60,1.0,0.2,nonlinear,365,100,0.5,0.5948107950445887,18.962159008917734,2.0,0.3
P6,0,5,20,61,1.0,0.2,nonlinear,365,100,0.5,0.5936661588094244,18.733231761884884,2.0,0.3
P6,0,5,21,62,1.0,0.2,nonlinear,365,100,0.5,0.6059921686920655,21.1984337384131,2.0,0.3
P6,0,5,22,63,1.0,0.2,nonlinear,365,100,0.5,0.595752861778804,19.150572355760808,2.0,0.3
P6,0,5,23,64,1.0,0.2,nonlinear,365,100,0.5,0.5886165189018957,17.72330378037914,2.0,0.3
P6,0,5,24,65,1.0,0.2,nonlinear,365,100,0.5,0.5965704209800831,19.314084196016612,2.0,0.3
P6,0,5,25,66,1.0,0.2,nonlinear,365,100,0.5,0.5996425936736045,19.928518734720903,2.0,0.3
P6,0,5,26,67,1.0,0.2,nonlinear,365,100,0.5,0.5994922338239032,19.89844676478063,2.0,0.3
P6,0,5,27,68,1.0,0.2,nonlinear,365,100,0.5,0.6004239148496318,20.08478296992635,2.0,0.3
P6,0,5,28,69,1.0,0.2,nonlinear,365,100,0.5,0.6000482412452885,20.00964824905771,2.0,0.3
P6,0,5,29,70,1.0,0.2,nonlinear,365,100,0.5,0.6018213304389458,20.36426608778916,2.0,0.3
P6,0,5,30,71,1.0,0.2,nonlinear,365,100,0.5,0.5910560001869407,18.211200037388142,2.0,0.3
P1,5,0,1,42,0.2,1.0,nonlinear,365,100,0.5,0.6889736378220522,37.794727564410444,2.0,0.5
P1,5,0,2,43,0.2,1.0,nonlinear,365,100,0.5,0.6918996779964706,38.379935599294114,2.0,0.5
P1,5,0,3,44,0.2,1.0,nonlinear,365,100,0.5,0.690888280930465,38.17765618609299,2.0,0.5
P1,5,0,4,45,0.2,1.0,nonlinear,365,100,0.5,0.6929665591702927,38.59331183405854,2.0,0.5
P1,5,0,5,46,0.2,1.0,nonlinear,365,100,0.5,0.6922323961266099,38.44647922532198,2.0,0.5
P1,5,0,6,47,0.2,1.0,nonlinear,365,100,0.5,0.6934548646434143,38.69097292868287,2.0,0.5
P1,5,0,7,48,0.2,1.0,nonlinear,365,100,0.5,0.6911629271725501,38.23258543451003,2.0,0.5
P1,5,0,8,49,0.2,1.0,nonlinear,365,100,0.5,0.6946972263915329,38.93944527830657,2.0,0.5
P1,5,0,9,50,0.2,1.0,nonlinear,365,100,0.5,0.6909463489827055,38.18926979654109,2.0,0.5
P1,5,0,10,51,0.2,1.0,nonlinear,365,100,0.5,0.6933530506492804,38.67061012985609,2.0,0.5
P1,5,0,11,52,0.2,1.0,nonlinear,365,100,0.5,0.6949488422122617,38.989768442452345,2.0,0.5
P1,5,0,12,53,0.2,1.0,nonlinear,365,100,0.5,0.6924405455783834,38.488109115676686,2.0,0.5
P1,5,0,13,54,0.2,1.0,nonlinear,365,100,0.5,0.6929623844201651,38.59247688403302,2.0,0.5
P1,5,0,14,55,0.2,1.0,nonlinear,365,100,0.5,0.6935448230618201,38.708964612364014,2.0,0.5
P1,5,0,15,56,0.2,1.0,nonlinear,365,100,0.5,0.6954939621083184,39.098792421663674,2.0,0.5
P1,5,0,16,57,0.2,1.0,nonlinear,365,100,0.5,0.68873847746397,37.747695492793994,2.0,0.5
P1,5,0,17,58,0.2,1.0,nonlinear,365,100,0.5,0.6968066914920398,39.36133829840796,2.0,0.5
P1,5,0,18,59,0.2,1.0,nonlinear,365,100,0.5,0.6910330418505457,38.20660837010914,2.0,0.5
P1,5,0,19,60,0.2,1.0,nonlinear,365,100,0.5,0.6918074701368152,38.361494027363044,2.0,0.5
P1,5,0,20,61,0.2,1.0,nonlinear,365,100,0.5,0.6872843475508059,37.456869510161184,2.0,0.5
P1,5,0,21,62,0.2,1.0,nonlinear,365,100,0.5,0.6941539121316267,38.83078242632534,2.0,0.5
P1,5,0,22,63,0.2,1.0,nonlinear,365,100,0.5,0.6878730583423711,37.57461166847422,2.0,0.5
P1,5,0,23,64,0.2,1.0,nonlinear,365,100,0.5,0.6909930052953448,38.19860105906896,2.0,0.5
P1,5,0,24,65,0.2,1.0,nonlinear,365,100,0.5,0.6975078016414115,39.501560328282295,2.0,0.5
P1,5,0,25,66,0.2,1.0,nonlinear,365,100,0.5,0.6894618657644402,37.89237315288805,2.0,0.5
P1,5,0,26,67,0.2,1.0,nonlinear,365,100,0.5,0.6947360282762371,38.94720565524743,2.0,0.5
P1,5,0,27,68,0.2,1.0,nonlinear,365,100,0.5,0.6990262022047495,39.80524044094991,2.0,0.5
P1,5,0,28,69,0.2,1.0,nonlinear,365,100,0.5,0.6987806855075079,39.75613710150159,2.0,0.5
P1,5,0,29,70,0.2,1.0,nonlinear,365,100,0.5,0.6915003835989488,38.300076719789764,2.0,0.5
P1,5,0,30,71,0.2,1.0,nonlinear,365,100,0.5,0.692112359702659,38.42247194053181,2.0,0.5
P2,4,1,1,42,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7049805295770347,40.99610591540694,2.0,0.5
P2,4,1,2,43,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7069458961697446,41.389179233948916,2.0,0.5
P2,4,1,3,44,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7065755573282655,41.315111465653096,2.0,0.5
P2,4,1,4,45,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7084511430983728,41.69022861967455,2.0,0.5
P2,4,1,5,46,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.707787945064054,41.557589012810794,2.0,0.5
P2,4,1,6,47,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7092457133802209,41.84914267604418,2.0,0.5
P2,4,1,7,48,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7064493722126889,41.28987444253778,2.0,0.5
P2,4,1,8,49,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7092228193273257,41.84456386546513,2.0,0.5
P2,4,1,9,50,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7052883490707976,41.057669814159524,2.0,0.5
P2,4,1,10,51,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7093143855607151,41.862877112143025,2.0,0.5
P2,4,1,11,52,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7104391595644682,42.08783191289365,2.0,0.5
P2,4,1,12,53,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7084882530874183,41.69765061748365,2.0,0.5
P2,4,1,13,54,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7085951244936579,41.71902489873158,2.0,0.5
P2,4,1,14,55,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.708981120156769,41.79622403135379,2.0,0.5
P2,4,1,15,56,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7101805746136313,42.036114922726256,2.0,0.5
P2,4,1,16,57,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7048615840193893,40.97231680387785,2.0,0.5
P2,4,1,17,58,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7109851169240824,42.197023384816475,2.0,0.5
P2,4,1,18,59,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7071901945848665,41.438038916973305,2.0,0.5
P2,4,1,19,60,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7069051038496288,41.381020769925755,2.0,0.5
P2,4,1,20,61,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7033070558635452,40.66141117270905,2.0,0.5
P2,4,1,21,62,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7113263288735142,42.26526577470284,2.0,0.5
P2,4,1,22,63,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7041467402993481,40.829348059869616,2.0,0.5
P2,4,1,23,64,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7050926110722731,41.01852221445461,2.0,0.5
P2,4,1,24,65,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7125069808003879,42.501396160077576,2.0,0.5
P2,4,1,25,66,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7066136105467523,41.322722109350465,2.0,0.5
P2,4,1,26,67,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7103971413168032,42.07942826336064,2.0,0.5
P2,4,1,27,68,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7143414185314979,42.86828370629958,2.0,0.5
P2,4,1,28,69,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7135814798488888,42.716295969777754,2.0,0.5
P2,4,1,29,70,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7085042975608579,41.700859512171576,2.0,0.5
P2,4,1,30,71,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.706407903105706,41.2815806211412,2.0,0.5
P3,3,2,1,42,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7055053149127263,41.10106298254526,2.0,0.5
P3,3,2,2,43,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7066422362568074,41.32844725136149,2.0,0.5
P3,3,2,3,44,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7069342412611727,41.38684825223453,2.0,0.5
P3,3,2,4,45,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7084329584644471,41.68659169288942,2.0,0.5
P3,3,2,5,46,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7080908813505428,41.618176270108556,2.0,0.5
P3,3,2,6,47,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7095215535018681,41.904310700373614,2.0,0.5
P3,3,2,7,48,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7064271130310505,41.28542260621011,2.0,0.5
P3,3,2,8,49,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7087110750628195,41.742215012563896,2.0,0.5
P3,3,2,9,50,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7046409201447364,40.92818402894729,2.0,0.5
P3,3,2,10,51,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.709403122245313,41.880624449062594,2.0,0.5
P3,3,2,11,52,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.710466366216015,42.093273243203,2.0,0.5
P3,3,2,12,53,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7089983633065403,41.799672661308065,2.0,0.5
P3,3,2,13,54,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.708806399972096,41.76127999441921,2.0,0.5
P3,3,2,14,55,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7089641676705914,41.79283353411829,2.0,0.5
P3,3,2,15,56,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7097407580804833,41.948151616096666,2.0,0.5
P3,3,2,16,57,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7054815250914586,41.096305018291716,2.0,0.5
P3,3,2,17,58,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7101518166584665,42.0303633316933,2.0,0.5
P3,3,2,18,59,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7077596318535587,41.55192637071175,2.0,0.5
P3,3,2,19,60,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7068015091306298,41.360301826125955,2.0,0.5
P3,3,2,20,61,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7038344538214931,40.76689076429862,2.0,0.5
P3,3,2,21,62,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7126770613261248,42.53541226522497,2.0,0.5
P3,3,2,22,63,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7048767746413169,40.975354928263386,2.0,0.5
P3,3,2,23,64,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7042095062638929,40.84190125277858,2.0,0.5
P3,3,2,24,65,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7120702331788409,42.41404663576817,2.0,0.5
P3,3,2,25,66,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7078504866711975,41.570097334239506,2.0,0.5
P3,3,2,26,67,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7106321442370811,42.12642884741622,2.0,0.5
P3,3,2,27,68,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7141898636355418,42.837972727108365,2.0,0.5
P3,3,2,28,69,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7132199721910315,42.6439944382063,2.0,0.5
P3,3,2,29,70,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7096820909844774,41.93641819689549,2.0,0.5
P3,3,2,30,71,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7056973470158825,41.1394694031765,2.0,0.5
P4,2,3,1,42,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.694496233616996,38.899246723399195,2.0,0.5
P4,2,3,2,43,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6947867669817748,38.957353396354954,2.0,0.5
P4,2,3,3,44,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6958240987269353,39.16481974538706,2.0,0.5
P4,2,3,4,45,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.696802685251215,39.360537050243,2.0,0.5
P4,2,3,5,46,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6969684813363778,39.39369626727556,2.0,0.5
P4,2,3,6,47,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6982131377902833,39.64262755805665,2.0,0.5
P4,2,3,7,48,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6949116134520845,38.98232269041691,2.0,0.5
P4,2,3,8,49,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6968311879208197,39.36623758416393,2.0,0.5
P4,2,3,9,50,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6926310420237266,38.52620840474532,2.0,0.5
P4,2,3,10,51,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6976684102859748,39.533682057194966,2.0,0.5
P4,2,3,11,52,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6989241298291663,39.78482596583326,2.0,0.5
P4,2,3,12,53,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6979191452894827,39.583829057896544,2.0,0.5
P4,2,3,13,54,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6974704804331417,39.494096086628346,2.0,0.5
P4,2,3,14,55,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6973674977104237,39.473499542084745,2.0,0.5
P4,2,3,15,56,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6978823325267893,39.576466505357864,2.0,0.5
P4,2,3,16,57,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.694546096844065,38.909219368813,2.0,0.5
P4,2,3,17,58,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6979330434628438,39.58660869256876,2.0,0.5
P4,2,3,18,59,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6967311119444719,39.34622238889438,2.0,0.5
P4,2,3,19,60,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6952671344701055,39.053426894021094,2.0,0.5
P4,2,3,20,61,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6927967859906508,38.55935719813015,2.0,0.5
P4,2,3,21,62,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.702381583943272,40.4763167886544,2.0,0.5
P4,2,3,22,63,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6940398268037128,38.80796536074256,2.0,0.5
P4,2,3,23,64,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6919371122138599,38.38742244277198,2.0,0.5
P4,2,3,24,65,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.700016232454746,40.003246490949195,2.0,0.5
P4,2,3,25,66,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6973479846538038,39.46959693076075,2.0,0.5
P4,2,3,26,67,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6993461895559151,39.86923791118302,2.0,0.5
P4,2,3,27,68,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.7024458476888467,40.48916953776933,2.0,0.5
P4,2,3,28,69,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.7014396046689233,40.28792093378466,2.0,0.5
P4,2,3,29,70,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6991829363197496,39.836587263949916,2.0,0.5
P4,2,3,30,71,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6936035970393203,38.72071940786406,2.0,0.5
P5,1,4,1,42,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6709843392549949,34.19686785099898,2.0,0.5
P5,1,4,2,43,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6702402597918447,34.04805195836893,2.0,0.5
P5,1,4,3,44,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6722368579474475,34.44737158948949,2.0,0.5
P5,1,4,4,45,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6724786125520361,34.49572251040722,2.0,0.5
P5,1,4,5,46,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6734035550770767,34.68071101541534,2.0,0.5
P5,1,4,6,47,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6742980750186071,34.85961500372141,2.0,0.5
P5,1,4,7,48,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6708235647022468,34.16471294044936,2.0,0.5
P5,1,4,8,49,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6724131459764323,34.482629195286464,2.0,0.5
P5,1,4,9,50,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6680578534496432,33.61157068992864,2.0,0.5
P5,1,4,10,51,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.673048861190623,34.609772238124606,2.0,0.5
P5,1,4,11,52,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6747474138663004,34.94948277326009,2.0,0.5
P5,1,4,12,53,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6742670441297972,34.85340882595944,2.0,0.5
P5,1,4,13,54,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6735474579560061,34.70949159120123,2.0,0.5
P5,1,4,14,55,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6731120320567874,34.622406411357474,2.0,0.5
