policy,office_days,remote_days,replication,seed,flexibility,collaboration,functional_form,simulation_days,n_employees,initial_engagement,final_engagement,relative_improvement
P2,4,1,1,42,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40194314248608787,91.40149642194662
P2,4,1,2,43,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40459426410497795,92.66393528808474
P2,4,1,3,44,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40007810056071186,90.5133812193866
P2,4,1,4,45,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4041041948500049,92.43056897619283
P2,4,1,5,46,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40180558851376347,91.33599453036356
P2,4,1,6,47,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4027587843386389,91.78989730411375
P2,4,1,7,48,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4000270287914238,90.48906132924944
P2,4,1,8,49,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4043262924664686,92.53632974593744
P2,4,1,9,50,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4018442819480254,91.3544199752502
P2,4,1,10,51,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4064879808905278,93.56570518596563
P2,4,1,11,52,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40656899863667695,93.60428506508427
P2,4,1,12,53,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40193097482818907,91.39570229913765
P2,4,1,13,54,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.3999401021528754,90.44766769184544
P2,4,1,14,55,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4068103405633125,93.71920979205358
P2,4,1,15,56,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4010323275329232,90.96777501567773
P2,4,1,16,57,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.39943587829924265,90.20756109487746
P2,4,1,17,58,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40454983270480854,92.64277747848027
P2,4,1,18,59,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.402950431792168,91.88115799627047
P2,4,1,19,60,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4025408169599505,91.68610331426214
P2,4,1,20,61,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40110702448733665,91.00334499396983
P2,4,1,21,62,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40319127226618034,91.99584393627637
P2,4,1,22,63,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.400237412300762,90.58924395274381
P2,4,1,23,64,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40082586916835145,90.8694615087388
P2,4,1,24,65,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40446349599637516,92.60166476017865
P2,4,1,25,66,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.3997370327755753,90.3509679883692
P2,4,1,26,67,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4064629014191419,93.55376258054375
P2,4,1,27,68,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4069051603217944,93.76436205799735
P2,4,1,28,69,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40736791818070384,93.98472294319231
P2,4,1,29,70,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.4043674214831985,92.55591499199929
P2,4,1,30,71,0.5050245465765446,0.9155417527999328,nonlinear,180,100,0.21,0.40006379517532387,90.5065691311066
P3,3,2,1,42,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.41146336667045347,95.93493650973976
P3,3,2,2,43,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.413506031827909,96.90763420376621
P3,3,2,3,44,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4093316804460884,94.91984783147068
P3,3,2,4,45,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.41327580683245896,96.79800325355188
P3,3,2,5,46,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4109583480138551,95.6944514351691
P3,3,2,6,47,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4121714958955617,96.27214090264843
P3,3,2,7,48,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4090424872367231,94.78213677939196
P3,3,2,8,49,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4129635743246911,96.64932110699579
P3,3,2,9,50,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4102536519756913,95.35888189318634
P3,3,2,10,51,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4160162102860151,98.10295727905482
P3,3,2,11,52,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.41583195286862823,98.01521565172774
P3,3,2,12,53,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4114521612355324,95.92960058834878
P3,3,2,13,54,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.40914682076014275,94.83181940959179
P3,3,2,14,55,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.41598259036626406,98.08694779345907
P3,3,2,15,56,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4096966083143923,95.09362300685349
P3,3,2,16,57,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4089054868457515,94.71689849797691
P3,3,2,17,58,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4129487544875974,96.64226404171305
P3,3,2,18,59,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4125444050087249,96.44971667082139
P3,3,2,19,60,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4114597127126689,95.93319652984235
P3,3,2,20,61,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.410564591765324,95.50694845967811
P3,3,2,21,62,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4135614970453647,96.93404621207844
P3,3,2,22,63,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.40985959468906247,95.17123556622022
P3,3,2,23,64,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.40905570397296004,94.78843046331431
P3,3,2,24,65,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.41341626926114927,96.8648901243568
P3,3,2,25,66,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.40992276226625657,95.20131536488408
P3,3,2,26,67,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.41583533780237575,98.01682752494084
P3,3,2,27,68,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4161003262078933,98.14301247994919
P3,3,2,28,69,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.41626440882300497,98.2211470585738
P3,3,2,29,70,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.41449615652880445,97.37912215657354
P3,3,2,30,71,0.7094886146797341,0.8196773353931868,nonlinear,180,100,0.21,0.4084552663677217,94.50250779415322
P4,2,3,1,42,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4102525263479733,95.35834587998731
P4,2,3,2,43,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4116726835707767,96.03461122417937
P4,2,3,3,44,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.40795928282354743,94.2663251540702
P4,2,3,4,45,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4116380784652433,96.01813260249682
P4,2,3,5,46,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.40953814761905677,95.01816553288418
P4,2,3,6,47,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41077952475458346,95.60929750218261
P4,2,3,7,48,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.40740449637012077,94.00214112862895
P4,2,3,8,49,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4110362058161231,95.73152657910624
P4,2,3,9,50,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4081592902502496,94.36156678583315
P4,2,3,10,51,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4144695602207581,97.36645724798005
P4,2,3,11,52,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41429409096097713,97.28290045760816
P4,2,3,12,53,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4102001825319376,95.33342025330361
P4,2,3,13,54,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.40765349596784395,94.12071236563997
P4,2,3,14,55,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41437452289638277,97.32120137922989
P4,2,3,15,56,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.40778459944805073,94.18314259430987
P4,2,3,16,57,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4076792787294957,94.13298987118844
P4,2,3,17,58,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41077945978147723,95.60926656260821
P4,2,3,18,59,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41134712197559076,95.87958189313846
P4,2,3,19,60,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.40978865529922814,95.13745490439436
P4,2,3,20,61,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.40929525367389946,94.90250174947595
P4,2,3,21,62,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41301063720582964,96.67173200277604
P4,2,3,22,63,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4087517046903898,94.64366890018563
P4,2,3,23,64,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.40676915273100633,93.69959653857445
P4,2,3,24,65,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4115191300649486,95.9614905071184
P4,2,3,25,66,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4091679055743366,94.84185979730314
P4,2,3,26,67,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41445463340518435,97.35934924056399
P4,2,3,27,68,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41445311942153584,97.35862829596945
P4,2,3,28,69,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41449579694239036,97.37895092494779
P4,2,3,29,70,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.41373893060621975,97.01853838391418
P4,2,3,30,71,0.8465449782232979,0.7059644256269408,nonlinear,180,100,0.21,0.4063213457301439,93.48635510959234
P5,1,4,1,42,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.3987220181022671,89.86762766774625
P5,1,4,2,43,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.3993937714053254,90.1875101930121
P5,1,4,3,44,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39633122897346024,88.7291566540287
P5,1,4,4,45,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39953434123812104,90.25444820862907
P5,1,4,5,46,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39790147161799483,89.47689124666421
P5,1,4,6,47,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.3989673204154875,89.98443829308928
P5,1,4,7,48,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39544026431595136,88.30488776950065
P5,1,4,8,49,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39881163307609296,89.91030146480618
P5,1,4,9,50,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39579395600364853,88.47331238268978
P5,1,4,10,51,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.40223511839783344,91.54053257039688
P5,1,4,11,52,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.40231654157152674,91.57930551025085
P5,1,4,12,53,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.398577033206247,89.79858724107001
P5,1,4,13,54,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39581504784579696,88.48335611704617
P5,1,4,14,55,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.40233025335968947,91.58583493318547
P5,1,4,15,56,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.3955682727612205,88.36584417200976
P5,1,4,16,57,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39615983174978625,88.64753892846964
P5,1,4,17,58,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39826773457446013,89.65130217831435
P5,1,4,18,59,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.3997770820588955,90.37003907566454
P5,1,4,19,60,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.3978441937236805,89.44961605889549
P5,1,4,20,61,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.3976941623537804,89.37817254941926
P5,1,4,21,62,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.40208313990560557,91.46816185981218
P5,1,4,22,63,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.3973384554314267,89.20878830067939
P5,1,4,23,64,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.394165340512015,87.69778119619764
P5,1,4,24,65,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39906924406596067,90.03297336474319
P5,1,4,25,66,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.39798249546934866,89.51547403302318
P5,1,4,26,67,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.402706685625465,91.76508839307859
P5,1,4,27,68,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.4023063814866926,91.57446737461554
P5,1,4,28,69,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.4023662757102745,91.60298843346405
P5,1,4,29,70,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.40260282615150184,91.71563150071516
P5,1,4,30,71,0.9384166061432972,0.5577708763999663,nonlinear,180,100,0.21,0.3938886254601913,87.56601212390063
P6,0,5,1,42,1.0,0.2,nonlinear,180,100,0.21,0.3521894265472204,67.70925073677164
P6,0,5,2,43,1.0,0.2,nonlinear,180,100,0.21,0.3511078896179781,67.19423315141816
P6,0,5,3,44,1.0,0.2,nonlinear,180,100,0.21,0.34975552674951177,66.55025083310085
P6,0,5,4,45,1.0,0.2,nonlinear,180,100,0.21,0.35154338809186136,67.40161337707684
P6,0,5,5,46,1.0,0.2,nonlinear,180,100,0.21,0.35140025589906826,67.33345519003251
P6,0,5,6,47,1.0,0.2,nonlinear,180,100,0.21,0.3516448091298384,67.44990910944686
P6,0,5,7,48,1.0,0.2,nonlinear,180,100,0.21,0.3480525240372054,65.739297160574
P6,0,5,8,49,1.0,0.2,nonlinear,180,100,0.21,0.3509827584921633,67.13464690103017
P6,0,5,9,50,1.0,0.2,nonlinear,180,100,0.21,0.34775756032776656,65.59883825131742
P6,0,5,10,51,1.0,0.2,nonlinear,180,100,0.21,0.3534696429403304,68.31887759063353
P6,0,5,11,52,1.0,0.2,nonlinear,180,100,0.21,0.354632666631698,68.87269839604669
P6,0,5,12,53,1.0,0.2,nonlinear,180,100,0.21,0.3517365725314339,67.4936059673495
P6,0,5,13,54,1.0,0.2,nonlinear,180,100,0.21,0.34862263954748696,66.01078073689855
P6,0,5,14,55,1.0,0.2,nonlinear,180,100,0.21,0.3545253619768996,68.82160094138077
P6,0,5,15,56,1.0,0.2,nonlinear,180,100,0.21,0.3477462380702303,65.59344670010968
P6,0,5,16,57,1.0,0.2,nonlinear,180,100,0.21,0.34970700974434976,66.52714749730941
P6,0,5,17,58,1.0,0.2,nonlinear,180,100,0.21,0.34978072178261255,66.56224846791075
P6,0,5,18,59,1.0,0.2,nonlinear,180,100,0.21,0.3530408155253106,68.11467405967171
P6,0,5,19,60,1.0,0.2,nonlinear,180,100,0.21,0.3506231298594154,66.9633951711502
P6,0,5,20,61,1.0,0.2,nonlinear,180,100,0.21,0.35098900907318903,67.13762336818526
P6,0,5,21,62,1.0,0.2,nonlinear,180,100,0.21,0.35657698430304324,69.79856395383011
P6,0,5,22,63,1.0,0.2,nonlinear,180,100,0.21,0.35106328374464996,67.17299225935713
P6,0,5,23,64,1.0,0.2,nonlinear,180,100,0.21,0.34555769776156425,64.55128464836393
P6,0,5,24,65,1.0,0.2,nonlinear,180,100,0.21,0.35019713908738165,66.7605424225627
P6,0,5,25,66,1.0,0.2,nonlinear,180,100,0.21,0.3518514039391085,67.54828759005169
P6,0,5,26,67,1.0,0.2,nonlinear,180,100,0.21,0.3556379093900788,69.35138542384705
P6,0,5,27,68,1.0,0.2,nonlinear,180,100,0.21,0.35415170437346666,68.64366874926985
P6,0,5,28,69,1.0,0.2,nonlinear,180,100,0.21,0.3545698023435224,68.84276302072497
P6,0,5,29,70,1.0,0.2,nonlinear,180,100,0.21,0.35669366715721323,69.8541272177206
P6,0,5,30,71,1.0,0.2,nonlinear,180,100,0.21,0.34565850012738947,64.59928577494736
